1,0.3409090909090909,0.8227272727272728,0.0,0.0,0.7272727272727273,0.0,0.25,0.7954545454545454,0.25
2,0.325,0.375,0.6375,0.0,0.25416666666666665,0.5,0.5541666666666667,0.5375,0.25
3,0.27380952380952384,0.3373015873015873,0.6428571428571429,0.13095238095238096,0.36507936507936506,0.626984126984127,0.32936507936507936,0.3333333333333333,0.6071428571428571
4,0.014285714285714285,0.5285714285714286,0.4928571428571429,0.44642857142857145,0.14642857142857144,0.5,0.35,0.3964285714285714,0.675
5,0.6375,0.35,0.29583333333333334,0.3458333333333333,0.31666666666666665,0.5041666666666667,0.29583333333333334,0.25833333333333336,0.6083333333333333
6,0.4175824175824176,0.326007326007326,0.2564102564102564,0.6959706959706959,0.2857142857142857,0.4981684981684982,0.5347985347985348,0.336996336996337,0.5457875457875457
7,0.3423076923076923,0.35384615384615387,0.7576923076923077,0.0,0.40384615384615385,0.25,0.13846153846153847,0.5307692307692308,0.0
8,0.5311355311355311,0.30036630036630035,0.608058608058608,0.4432234432234432,0.5091575091575091,0.5641025641025641,0.5970695970695971,0.30036630036630035,0.5494505494505495
9,0.5384615384615384,0.3076923076923077,0.5604395604395604,0.4835164835164835,0.2967032967032967,0.684981684981685,0.27106227106227104,0.34065934065934067,0.4542124542124542
0,0.4965986394557823,0.336734693877551,0.5170068027210885,0.5714285714285714,0.0,0.5986394557823129,0.5340136054421769,0.3401360544217687,0.47619047619047616
